Id,Weight_Daily,Weight_Intraday
268,2030078.27372864,1624062.6189829116
269,1772641.0186106511,1418112.8148885209
270,1764725.233805834,1411780.1870446668
271,1875204.7510032959,1500163.800802637
272,1951643.368047934,1561314.6944383471
273,1877680.9395373312,1502144.751629865
274,2164053.7267707367,1731242.981416589
275,2322224.5560906883,1857779.6448725504
276,2150970.054112088,1720776.0432896703
277,2285868.6179946773,1828694.8943957416
278,2395101.2655497054,1916081.012439764
279,1746207.6277080076,1396966.1021664059
280,1835756.9843236497,1468605.5874589197
281,2469230.712521912,1975384.5700175287
282,1849983.2507499529,1479986.6005999625
283,1814822.377679924,1451857.9021439387
284,1881451.708001129,1505161.366400903
285,1482805.4689031728,1186244.3751225385
286,1838995.6973244613,1471196.557859569
287,1774629.253085159,1419703.4024681272
288,2694391.8553633145,2155513.4842906515
289,1958021.655687921,1566417.324550337
290,1667505.2175309057,1334004.1740247246
291,1753208.596958769,1402566.8775670154
292,1762429.1750234258,1409943.3400187409
293,2298289.5210041585,1838631.6168033269
294,1602396.3474755231,1281917.0779804185
295,1964806.4707727008,1571845.176618161
296,1705393.0207890084,1364314.4166312066
297,1572910.511944534,1258328.4095556273
298,1827519.462443164,1462015.5699545313
299,2103125.674457672,1682500.5395661376
300,1599383.113888699,1279506.4911109593
301,1828133.8056154929,1462507.044492394
302,1743259.457432325,1394607.56594586
303,1842088.74381668,1473670.9950533442
304,2002710.4022439327,1602168.3217951462
305,2086261.8990850863,1669009.519268069
306,1711286.2671263712,1369029.0137010969
307,2039728.035784636,1631782.4286277092
308,1925578.9329935824,1540463.146394866
309,1797338.0776136585,1437870.462090927
310,1707897.936418061,1366318.3491344485
311,1683828.097969453,1347062.4783755622
312,2044890.971843864,1635912.777475091
313,1531293.3442501372,1225034.6754001095
314,1906217.3583614547,1524973.8866891637
315,2218699.748364371,1774959.7986914963
316,1584938.9603286958,1267951.1682629571
317,2238966.6291096,1791173.3032876798
318,1875816.077682683,1500652.8621461466
319,2073568.8789333531,1658855.1031466825
320,1912345.268791636,1529876.2150333088
321,1821254.0211264384,1457003.2169011503
322,1609654.1721007554,1287723.337680604
323,1491699.1868666909,1193359.3494933527
324,1907426.8189500773,1525941.4551600618
325,1693570.9454259044,1354856.7563407235
326,2166669.266657767,1733335.4133262134
327,1744230.2923222375,1395384.23385779
328,1842215.204010081,1473772.1632080646
329,1660240.7829874912,1328192.626389993
330,2041845.3949259247,1633476.3159407396
331,1724055.2651224441,1379244.2120979552
332,1804499.0783912991,1443599.262713039
333,1522819.2080383343,1218255.3664306677
334,1843484.2484021112,1474787.3987216891
335,1593138.8705133656,1274511.0964106924
336,1782406.8990152131,1425925.5192121703
337,1708981.5011792404,1367185.2009433922
338,2048083.9961288348,1638467.196903068
339,2047425.83782337,1637940.670258696
340,2217797.5067816568,1774238.0054253254
341,1990110.8402086503,1592088.6721669203
342,1579919.6457343118,1263935.7165874494
343,1881663.6875894384,1505330.9500715502
344,1710389.3096923197,1368311.4477538557
345,1884008.279980701,1507206.6239845606
346,1648108.9181548238,1318487.134523859
347,1655575.227569876,1324460.1820559008
348,1806331.1004955163,1445064.8803964132
349,2084639.9536243456,1667711.9628994763
350,1676908.210517493,1341526.5684139943
351,1886234.4133762785,1508987.5307010226
352,1837795.2432917482,1470236.1946333987
353,1822304.3618976031,1457843.4895180822
354,1575968.2584112156,1260774.6067289724
355,1624073.0538607368,1299258.4430885895
356,2006242.12577706,1604993.7006216482
357,1961247.2968399224,1568997.8374719378
358,2760968.581080069,2208774.864864055
359,1820409.8692983768,1456327.8954387018
360,1670944.0974892625,1336755.27799141
361,1630545.7286604834,1304436.582928387
362,1488854.276761,1191083.4214088002
363,2072687.4388011938,1658149.9510409548
364,1901155.5701447462,1520924.4561157972
365,1861222.9535150968,1488978.3628120774
366,2075799.84020438,1660639.8721635041
367,2029807.2825134885,1623845.826010791
368,1884651.4793830519,1507721.1835064415
369,1927798.340869411,1542238.6726955285
370,2073805.5388082936,1659044.4310466354
371,2084011.817917784,1667209.454334227
372,1880780.8014337344,1504624.6411469874
373,1939166.6640310318,1551333.3312248257
374,2176254.985967698,1741003.9887741585
375,1731897.7468259868,1385518.1974607895
376,3130899.7399750887,2504719.7919800715
377,1790634.7278398438,1432507.7822718746
378,1584424.2237733768,1267539.3790187014
379,1865750.577025824,1492600.461620659
380,1616002.275167928,1292801.8201343424
381,2000158.3110691968,1600126.6488553574
382,1626426.3867479144,1301141.1093983315
383,2013283.5153341338,1610626.812267307
384,2001441.10394347,1601152.883154776
385,1659969.1009598412,1327975.2807678732
386,1678123.348862294,1342498.6790898351
387,2100922.0854471885,1680737.6683577506
388,1892535.528667851,1514028.422934281
389,1986714.0337870363,1589371.227029629
390,2282228.0762053686,1825782.4609642944
391,1772519.0739687525,1418015.2591750019
392,2026151.6763138538,1620921.341051083
393,1790956.709753932,1432765.3678031457
394,2291109.31205159,1832887.449641272
395,1609232.401352054,1287385.9210816429
396,1702371.7215705612,1361897.377256449
397,1907191.959949012,1525753.5679592097
398,1581848.387764816,1265478.7102118528
399,1820741.51691242,1456593.213529936
400,1639427.8630889782,1311542.2904711824
401,1459359.9323419859,1167487.9458735888
402,1851951.0315533841,1481560.8252427068
403,1641137.2952375985,1312909.8361900786
404,1470464.7180877184,1176371.774470175
405,2525139.1253536167,2020111.3002828928
406,1428519.5104843357,1142815.6083874686
407,1788436.2032651159,1430748.9626120932
408,1640750.2522175282,1312600.2017740223
409,1872040.1659658388,1497632.1327726708
410,2149962.0683901547,1719969.6547121238
411,1845842.210322699,1476673.768258159
412,2059139.879685664,1647311.903748531
413,1929695.3200037472,1543756.2560029975
414,1901916.0718352904,1521532.8574682318
415,2142620.6889557303,1714096.551164584
416,1700687.2499345837,1360549.799947667
417,1492729.6939279782,1194183.7551423826
418,1773695.3978093176,1418956.318247454
419,2291326.096086125,1833060.8768689
420,1853906.7129401653,1483125.3703521327
421,2007814.6610651102,1606251.7288520883
422,2078364.6800934463,1662691.744074757
423,1753593.1285629189,1402874.502850335
424,1630380.4337891925,1304304.347031354
425,2100094.6395942657,1680075.7116754125
426,1983542.675670421,1586834.140536337
427,2410447.5435591685,1928358.034847335
428,1762938.9703836022,1410351.1763068815
429,1971481.055916185,1577184.844732948
430,1912904.086162987,1530323.268930389
431,2310236.099314552,1848188.8794516413
432,1439354.4933759682,1151483.5947007744
433,2548993.6674973024,2039194.9339978416
434,1733733.7079347463,1386986.966347797
435,2188816.7326407544,1751053.3861126038
436,1783970.748639039,1427176.5989112312
437,2423315.022658417,1938652.0181267338
438,1713305.353778997,1370644.2830231974
439,2155363.7476469446,1724290.9981175559
440,1956478.3499712462,1565182.6799769972
441,1683009.0728869378,1346407.25830955
442,2021669.7479620043,1617335.7983696037
443,1787072.3605957963,1429657.888476637
444,1760141.0788757924,1408112.863100634
445,1968600.4872170119,1574880.3897736091
446,2050092.435152662,1640073.9481221298
447,1995434.2009567698,1596347.3607654157
448,1648543.5185092818,1318834.8148074257
449,1967944.2593557327,1574355.4074845866
450,1861708.008373596,1489366.4066988768
451,2006229.456879789,1604983.5655038313
452,2015409.399740212,1612327.519792169
453,1653507.1743983682,1322805.7395186943
454,1847642.3590446687,1478113.887235735
455,1962431.2428253568,1569944.994260286
456,1650980.8934906588,1320784.7147925268
457,1727420.8311339691,1381936.664907175
458,2107358.242167008,1685886.5937336066
459,2451979.5152001767,1961583.6121601416
460,1684338.8202938526,1347471.056235082
461,2035011.3009151213,1628009.0407320969
462,1634440.1552972298,1307552.1242377835
463,1636284.4619809068,1309027.5695847257
464,1760909.981235105,1408727.984988084
465,2216287.782066924,1773030.2256535392
466,1528062.5544160802,1222450.0435328644
467,2267908.589232031,1814326.8713856246
468,1557895.1975421559,1246316.1580337249
469,1818372.6450329062,1454698.1160263254
470,1853149.7019675057,1482519.7615740043
471,2111023.81305787,1688819.0504462963
472,2004132.4034223584,1603305.922737887
473,2037619.1930313257,1630095.3544250606
474,2423914.313520259,1939131.450816208
475,2235048.1649538777,1788038.5319631018
476,2134916.541193985,1707933.2329551878
477,1635626.3737245356,1308501.0989796284
478,1972001.2387831442,1577600.9910265154
479,1703093.9590095868,1362475.1672076695
480,2560033.7533285627,2048027.0026628503
481,1493860.7217900143,1195088.5774320115
482,2125807.819134681,1700646.2553077445
483,1438954.2059182732,1151163.3647346185
484,1878673.7024287062,1502938.9619429654
485,1702049.9217180463,1361639.937374437
486,2051511.615710469,1641209.2925683756
487,2097872.8611312564,1678298.288905005
488,2216845.687749397,1773476.5501995175
489,1614668.283390286,1291734.6267122286
490,1726047.9269851518,1380838.3415881216
491,1460756.402802679,1168605.1222421431
492,2068492.692909881,1654794.1543279046
493,1797139.437326753,1437711.5498614025
494,2063569.318906932,1650855.4551255456
495,1807007.4734198016,1445605.9787358416
496,1521107.7737376604,1216886.2189901285
497,1526273.908058563,1221019.1264468504
498,1858489.0697165069,1486791.2557732055
499,1982838.6819252186,1586270.9455401746
500,2435643.1502346103,1948514.5201876885
501,1915691.6340361047,1532553.307228884
502,1721670.4906161178,1377336.3924928943
503,1738056.2329061537,1390444.9863249229
504,1827372.8367742617,1461898.269419409
505,1547625.0528575268,1238100.0422860214
506,1559407.7452806418,1247526.1962245137
507,1720286.8832333141,1376229.5065866509
508,1976921.682115491,1581537.3456923931
509,2149875.86040432,1719900.6883234559
510,2034530.2538633216,1627624.2030906575
511,1891528.8581687463,1513223.086534997
512,1977616.69629259,1582093.3570340718
513,1603525.1506683275,1282820.1205346622
514,1780977.014764634,1424781.6118117073
515,1790406.9050746406,1432325.5240597124
516,2001168.7891155763,1600935.0312924609
517,1640837.2312246794,1312669.7849797434
518,1794973.732105015,1435978.9856840118
519,2082246.3554961425,1665797.084396914
520,1463839.2623026888,1171071.409842151
521,1681248.0899590228,1344998.4719672182
522,1635146.4520006124,1308117.16160049
523,1924856.155580213,1539884.924464171
524,1820639.8494461682,1456511.8795569343
525,1967079.7914199862,1573663.833135989
526,2074928.5362030158,1659942.8289624131
527,1623654.6296963908,1298923.7037571126
528,1586049.0283845747,1268839.2227076595
529,1790995.770542903,1432796.6164343231
530,1482038.5853910397,1185630.8683128315
531,1678229.7619433217,1342583.8095546574
532,2285228.473048489,1828182.7784387919
533,1593032.5128205474,1274426.010256438
534,1466583.9376712497,1173267.1501369998
535,1622422.6954014448,1297938.1563211556
536,2097678.728539777,1678142.9828318218
537,2108173.3471714337,1686538.6777371468
538,1846085.6197084654,1476868.4957667724
539,2120421.891330854,1696337.5130646834
540,2144331.168903897,1715464.935123118
541,2577353.2450871025,2061882.5960696824
542,1620121.9783635028,1296097.5826908022
543,1870913.9218973608,1496731.1375178888
544,1534761.933508471,1227809.5468067771
545,1860046.9863281832,1488037.5890625466
546,2025633.43960199,1620506.7516815918
547,1929436.2279779708,1543548.982382377
548,2137630.751535159,1710104.6012281273
549,1517802.0125691756,1214241.6100553405
550,1775312.5760650972,1420250.0608520778
551,1695326.4861650215,1356261.1889320172
552,1683427.029381344,1346741.623505075
553,1764286.3682883144,1411429.0946306516
554,1683882.9955962803,1347106.3964770243
555,1675789.7948530482,1340631.8358824383
556,1900109.3539509026,1520087.4831607218
557,1868408.1353296947,1494726.5082637558
558,1702840.7101438297,1362272.5681150637
559,1626583.866803296,1301267.093442637
560,1549596.186673515,1239676.949338812
561,2090511.8223285773,1672409.457862862
562,2196319.539497097,1757055.6315976772
563,1876795.239032476,1501436.1912259806
564,2107597.9795391154,1686078.3836312925
565,1754594.0394715043,1403675.2315772034
566,2293743.787242437,1834995.029793949
567,1961889.1212224856,1569511.2969779887
568,2021565.403723476,1617252.3229787808
569,1687858.529456477,1350286.8235651813
570,1658581.7860973228,1326865.4288778582
571,1601814.0003831426,1281451.2003065138
572,1774670.526369552,1419736.4210956416
573,2259130.241408741,1807304.1931269928
574,1542950.7357364243,1234360.5885891395
575,1927598.2181173298,1542078.574493864
576,1737208.7778076688,1389767.022246135
577,1751481.3171026232,1401185.0536820986
578,2147782.5016250955,1718226.0013000763
579,2221442.5545080467,1777154.0436064373
580,1855790.2802766515,1484632.2242213213
581,1739663.1273097782,1391730.5018478225
582,2008391.220624782,1606712.9764998257
583,2042313.623415252,1633850.8987322012
584,1934381.9056455912,1547505.524516473
585,1702008.1500765574,1361606.520061246
586,2224068.514769614,1779254.8118156912
587,2149140.812286881,1719312.6498295043
588,1689457.6098808541,1351566.087904683
589,2513727.0371899805,2010981.6297519843
590,1764005.7415710588,1411204.5932568468
591,1591705.015425186,1273364.0123401491
592,1591773.8897286502,1273419.1117829205
593,1595194.9940676885,1276155.9952541508
594,1845098.693676632,1476078.9549413056
595,1900071.5078901043,1520057.2063120836
596,1931043.570701684,1544834.8565613471
597,1585245.3438054211,1268196.2750443371
598,2171706.605882035,1737365.2847056282
599,1865281.1856955213,1492224.9485564171
600,2107326.0854423405,1685860.8683538726
601,1803448.5071224025,1442758.805697922
602,1923148.4613999696,1538518.7691199759
603,1877012.3856289275,1501609.908503142
604,1751801.8426236112,1401441.4740988892
605,1572306.806191944,1257845.4449535552
606,1794708.51672152,1435766.813377216
607,1723657.7071097994,1378926.1656878395
608,2331221.3626798573,1864977.0901438862
609,1551476.7723727932,1241181.4178982344
610,1605137.5542446312,1284110.043395705
611,2121701.1514854757,1697360.9211883806
612,1991948.3328913103,1593558.6663130482
613,2180298.3362090983,1744238.6689672784
614,1781574.1105784313,1425259.288462745
615,2190751.825212926,1752601.460170341
616,1810792.181181171,1448633.7449449368
617,2064502.2706478229,1651601.8165182585
618,2254100.661827826,1803280.529462261
619,1689328.2567628352,1351462.605410268
620,2064309.807962881,1651447.846370305
621,1475358.139571509,1180286.5116572073
622,1903578.038016321,1522862.4304130569
623,1681006.2092408347,1344804.9673926677
624,2084859.5780710988,1667887.6624568792
625,1987126.7320442041,1589701.3856353632
626,1912857.682486718,1530286.1459893745
627,2057282.8191236854,1645826.2552989484
628,1541178.983723735,1232943.186978988
629,1852359.167961116,1481887.3343688932
630,1831550.5523662246,1465240.4418929797
631,1649346.7951771538,1319477.4361417228
632,1831497.159623864,1465197.727699091
633,2017097.5648286368,1613678.0518629097
634,1585798.469879442,1268638.7759035537
635,1639659.6252323522,1311727.7001858815
636,1729696.0027530182,1383756.8022024145
637,2159768.553101586,1727814.8424812697
638,1848876.1512511768,1479100.9210009412
639,2028337.5442692,1622670.03541536
640,2545678.992119093,2036543.1936952744
641,1615457.2124858084,1292365.769988647
642,2090998.9917505984,1672799.1934004787
643,1526214.1972545306,1220971.3578036246
644,1636146.2035780412,1308916.9628624332
645,1880332.3911523668,1504265.9129218936
646,1950959.7565102403,1560767.8052081924
647,2039158.2283195918,1631326.5826556734
648,1877359.8620945537,1501887.8896756428
649,1938176.206114716,1550540.9648917725
650,2373713.004216644,1898970.4033733152
651,1565148.3366753396,1252118.6693402715
652,2245249.8696214017,1796199.8956971213
653,2711061.041425169,2168848.8331401357
654,1545076.1659577026,1236060.932766162
655,1531578.732922573,1225262.9863380585
656,1599067.9165817231,1279254.333265378
657,2012791.7155338896,1610233.3724271115
658,1792903.563482571,1434322.8507860568
659,1782679.2785314769,1426143.4228251816
660,1638123.7373033585,1310498.9898426868
661,1556918.4105464488,1245534.728437159
662,2019126.592455284,1615301.273964227
663,1881109.892674985,1504887.9141399881
664,1945346.5558155444,1556277.2446524356
665,2324334.6732526124,1859467.73860209
666,1931906.6708589925,1545525.336687194
667,1709055.2826045125,1367244.22608361
668,1877213.8264753614,1501771.0611802891
669,1964001.3809835704,1571201.1047868566
670,1901626.4747612062,1521301.1798089654
671,1785144.975066551,1428115.980053241
672,1384642.1651466778,1107713.732117342
673,2088091.1812494844,1670472.9449995875
674,2410695.5005910927,1928556.4004728743
675,2144337.1474151225,1715469.717932098
676,1919569.154535787,1535655.3236286298
677,2319897.4989498127,1855917.9991598497
678,2177673.036929233,1742138.4295433862
679,1728480.568073107,1382784.4544584854
680,2423357.652917071,1938686.1223336563
681,1946654.143511163,1557323.3148089303
682,1744980.855715359,1395984.6845722874
683,2041430.7392540844,1633144.5914032676
684,2179868.707386299,1743894.9659090391
685,1507667.5874297682,1206134.0699438143
686,1980824.7642661943,1584659.8114129556
687,1572113.754899582,1257691.0039196657
688,1659956.6964500316,1327965.357160025
689,1757163.052285356,1405730.4418282849
690,2039113.509841917,1631290.8078735343
691,1896499.838680367,1517199.8709442937
692,2009063.6548912989,1607250.923913039
693,1862597.3974418696,1490077.9179534959
694,1652602.8774791132,1322082.3019832906
695,1845917.5213472187,1476734.017077775
696,1428530.353584156,1142824.282867325
697,1804449.2846296132,1443559.4277036902
698,1883491.426635984,1506793.1413087873
699,2078277.17515986,1662621.740127888
700,1758058.1301572637,1406446.504125811
701,1779028.7236458757,1423222.9789167002
702,1737070.5419986313,1389656.433598905
703,1521087.456608787,1216869.9652870295
704,1848258.1375385816,1478606.5100308657
705,1562694.8622656243,1250155.8898124995
706,1988400.0075624103,1590720.0060499285
707,1564996.8728271946,1251997.4982617558
708,1890526.1703133828,1512420.9362507062
709,1845401.9546048285,1476321.5636838628
710,1835024.64728502,1468019.7178280156
711,1933933.3025861576,1547146.6420689262
712,2321462.1095993267,1857169.687679462
713,1483278.0360886247,1186622.4288708998
714,1807893.8623195847,1446315.0898556681
715,1980974.4684239875,1584779.57473919
716,1812597.606391812,1450078.0851134497
717,1980375.0063713882,1584300.0050971103
718,2614062.7948313938,2091250.235865115
719,1703804.1441670284,1363043.3153336227
720,1881714.298430672,1505371.4387445375
